,actual,actual_1,forecast,forecast_1,rolling_std,rolling_std_1,z-score,z-score_1,1,1_1,7_1,year_even,difference
0,-0.5499124343257443,-0.29071803852889666,-0.5263157894736842,-0.279491833030853,65.7280900238385,0.0,-0.2096810751665939,-0.03731690833490905,7.418578218998683,-0.5334916212321335,0.10310460892319365,0,-0.023596644852060145
1,-0.500875656742557,-0.542907180385289,-0.5335753176043557,-0.5190562613430127,71.57301844757541,65.7280900238385,0.22649683321480396,-0.2096810751665939,7.5515733837246515,7.418578218998683,0.8173597948377647,0,0.03269966086179876
2,-0.3957968476357268,-0.4938704028021016,-0.3956442831215971,-0.5263157894736842,76.37283945265231,71.57301844757541,0.012129847674123314,0.22649683321480396,7.993738436007636,7.5515733837246515,-0.28374031164786695,0,-0.00015256451412970495
3,-0.1085814360770578,-0.38879159369527144,-0.1705989110707804,-0.38838475499092556,86.49763528034109,76.37283945265231,0.4429306799930512,0.012129847674123314,8.142278502244073,7.993738436007636,0.9817189861639349,0,0.06201747499372261
4,-0.1295971978984238,-0.10157618213660245,-0.12704174228675136,-0.16333938294010888,76.11290457224874,86.49763528034109,0.06191433712485747,0.4429306799930512,8.437631064202547,8.142278502244073,0.5614360414910209,0,-0.002555455611672447
5,0.30472854640980734,-0.12259194395796848,-0.06896551724137931,-0.11978221415607986,80.26938546185741,76.11290457224874,2.597283962702024,0.06191433712485747,8.358179612249028,8.437631064202547,0.6850723448623558,0,0.3736940636511866
6,0.15761821366024517,0.3117338003502627,0.22867513611615245,-0.06170598911070781,84.82798994900138,80.26938546185741,-0.3044260896607427,2.597283962702024,8.874615358847379,8.358179612249028,-0.34916137403043473,0,-0.07105692245590728
7,0.35376532399299476,0.1646234676007005,0.35208711433756806,0.23593466424682397,82.41519976020899,84.82798994900138,0.19179065732772882,-0.3044260896607427,9.116424208033402,8.874615358847379,1.01322209714,0,0.001678209655426699
8,0.29772329246935203,0.3607705779334501,0.33030852994555354,0.35934664246823955,76.26325021485339,82.41519976020899,-0.03731690833490905,0.19179065732772882,9.078426060667335,9.116424208033402,0.23078187082267293,0,-0.03258523747620151
9,0.3117338003502627,0.30472854640980734,0.32304900181488205,0.33756805807622503,67.01351062331094,76.26325021485339,0.1317410527989164,-0.03731690833490905,9.125060117495408,9.078426060667335,0.38668293033871665,0,-0.01131520146461934
10,0.43782837127845886,0.318739054290718,0.46098003629764067,0.33030852994555354,62.58085678834733,67.01351062331094,0.08337140920936179,0.1317410527989164,9.66222218713829,9.125060117495408,-0.2905555610294968,0,-0.02315166501918181
11,0.2626970227670753,0.4448336252189142,0.3956442831215971,0.46823956442831216,51.13818178585976,62.58085678834733,-1.0711715814486713,0.08337140920936179,9.719220398633736,9.66222218713829,1.3090732043978262,0,-0.1329472603545218
12,0.10157618213660245,0.26970227670753066,0.1560798548094374,0.4029038112522686,43.81469242990615,51.13818178585976,-0.38207698297641796,-1.0711715814486713,10.347924323017612,9.719220398633736,0.42345281417643843,0,-0.054503672672834944
13,0.3327495621716287,0.1085814360770578,0.3666061705989111,0.16333938294010888,35.658629794032784,43.81469242990615,-0.03731690833490905,-0.38207698297641796,9.85394247537572,10.347924323017612,0.18146833335583806,0,-0.033856608427282386
14,0.29772329246935203,0.3397548161120841,0.35934664246823955,0.3738656987295826,25.66686343883651,35.658629794032784,-0.6258405769368542,-0.03731690833490905,10.299562684880083,9.85394247537572,0.3793482443186502,0,-0.06162334999888752
15,0.3327495621716287,0.30472854640980734,0.4029038112522686,0.3666061705989111,21.330551428465885,25.66686343883651,-0.92252354980332,-0.6258405769368542,9.315053493716821,10.299562684880083,0.35024077460649644,0,-0.07015424908063989
16,0.4308231173380035,0.3397548161120841,0.35208711433756806,0.4101633393829401,13.767275648721595,21.330551428465885,4.3515126663622095,-0.92252354980332,8.641441766022501,9.315053493716821,-1.029815079505349,0,0.07873600300043543
17,0.29071803852889666,0.43782837127845886,0.3157894736842105,0.35934664246823955,13.77387733972177,13.767275648721595,0.23685346976492833,4.3515126663622095,7.37021592236277,8.641441766022501,-1.984792411264896,0,-0.025071435155313848
18,0.15761821366024517,0.29772329246935203,0.21415607985480944,0.32304900181488205,13.77387733972177,13.77387733972177,-1.1339984207342586,0.23685346976492833,6.86414433043179,7.37021592236277,-1.8708328962575032,0,-0.056537866194564274
19,0.09457092819614711,0.1646234676007005,0.14882032667876588,0.22141560798548093,15.899304349180898,13.77387733972177,-0.987393484063042,-1.1339984207342586,6.592971926344932,6.86414433043179,-0.09662442275942586,0,-0.05424939848261877
20,0.05253940455341506,0.10157618213660245,0.09800362976406533,0.1560798548094374,18.38209768093726,15.899304349180898,-0.6536321771926933,-0.987393484063042,6.280347540064921,6.592971926344932,-0.7468713217013323,0,-0.04546422521065027
21,0.318739054290718,0.0595446584938704,0.308529945553539,0.10526315789473684,18.42182500089609,18.38209768093726,1.1926554178429607,-0.6536321771926933,6.059264355425044,6.280347540064921,-0.6194589063759011,0,0.010209108737179007
22,0.4168126094570928,0.3257443082311734,0.32304900181488205,0.3157894736842105,18.06113355951252,18.42182500089609,3.7262898787141805,1.1926554178429607,6.354617575881902,6.059264355425044,0.4219875536100892,0,0.09376360764221076
23,0.3327495621716287,0.4238178633975482,0.35208711433756806,0.33030852994555354,18.32761618846049,18.06113355951252,0.3747813284788895,3.7262898787141805,5.173206674947148,6.354617575881902,-0.5386441939140036,0,-0.019337552165939353
24,0.1085814360770578,0.3397548161120841,0.11978221415607986,0.35934664246823955,18.215045396261925,18.32761618846049,0.3773281365692653,0.3747813284788895,5.477195151765154,5.173206674947148,-1.077356209137514,0,-0.011200778079022061
25,0.17162872154115585,0.11558669001751314,0.1560798548094374,0.12704174228675136,18.296174463532093,18.215045396261925,1.201102357613629,0.3773281365692653,5.869271643099542,5.477195151765154,-0.18418031819285882,0,0.015548866731718458
26,0.0595446584938704,0.1786339754816112,0.16333938294010888,0.16333938294010888,19.732107353399037,18.296174463532093,-2.1425294938674733,1.201102357613629,5.44783291386109,5.869271643099542,0.8044289698458502,0,-0.10379472444623848
27,0.3117338003502627,0.06654991243432574,0.2577132486388385,0.1705989110707804,19.54869599619164,19.732107353399037,2.2808259440791825,-2.1425294938674733,5.472013735628617,5.44783291386109,0.23836521408216443,0,0.054020551711424225
28,0.318739054290718,0.318739054290718,0.33756805807622503,0.26497277676951,17.877529488328754,19.54869599619164,0.3851563602000633,2.2808259440791825,4.636044610701792,5.472013735628617,-0.8113990969772691,0,-0.018829003785507004
29,0.25569176882662,0.3257443082311734,0.308529945553539,0.3448275862068966,17.67616954255003,17.877529488328754,-0.6782457841937515,0.3851563602000633,4.551411413362544,4.636044610701792,-1.1948331661008753,0,-0.05283817672691904
30,0.19264448336252188,0.2626970227670753,0.26497277676951,0.3157894736842105,17.517956155864518,17.67616954255003,-1.3307517558247193,-0.6782457841937515,4.566956320270539,4.551411413362544,0.11667156592359756,0,-0.0723282934069881
31,0.024518388791593695,0.19964973730297722,0.010889292196007259,0.27223230490018147,18.645009081155397,17.517956155864518,0.9753908735961588,-1.3307517558247193,4.509958438024287,4.566956320270539,-0.7839901155674641,0,0.013629096595586436
32,-0.2136602451838879,0.03152364273204904,-0.10526315789473684,0.018148820326678767,25.037547561188802,18.645009081155397,-1.9980943740887842,0.9753908735961588,4.7655852767047655,4.509958438024287,-0.09125776569340985,0,-0.10839708728915107
33,0.13660245183887915,-0.20665499124343256,0.039927404718693285,-0.09800362976406533,24.440403706431216,25.037547561188802,2.589424305082771,-1.9980943740887842,4.105791538504898,4.7655852767047655,0.9474695987639267,0,0.09667504712018586
34,-0.18563922942206654,0.1436077057793345,-0.294010889292196,0.047186932849364795,26.01572950770716,24.440403706431216,2.4303677156626717,2.589424305082771,4.181788491735423,4.105791538504898,-1.0231128785772121,0,0.10837165987012945
35,-0.7600700525394045,-0.1786339754816112,-0.6061705989110708,-0.2867513611615245,43.2214172499111,26.01572950770716,-1.959525081161114,2.4303677156626717,4.121336440015368,4.181788491735423,-0.2563431541253806,0,-0.15389945362833368
